gid,nom,com_nom
2456,Salle de l'Ermitage,Digne-les-Bains
1439,BAIN DE BGNE-La Croix Rouge,Bain-de-Bretagne
745,Brétigny CVA,Brétigny-sur-Orge
1628,Centre de vaccination de Valserhône - Centre Jean Marinet,VALSERHONE
1027,CH DE DECAZEVILLE,Decazeville
2751,Centre de vaccination éphémère Champ-Borne Saint-André,Saint-André
153,Centre de vaccination - Hôpital de Voiron,Voiron
1710,Centre de vaccination COVID 19 : Site de Cilaos,Cilaos
2905,Centre de vaccination du CERN - Site de Meyrin (Bât 693),Prévessin-Moëns
1303,LANVOLLON - Salle Armor Argoat,Lanvollon
61,CHI Louis Raffali Manosque,Manosque
1568,Centre de vaccination de Saint-Jean-en-Royans,Saint-Jean-en-Royans
481,Centre de Gestion de la Covid-19 (CHOG),Saint-Laurent-du-Maroni
1524,"Centre de vaccination multisites UGECAM (Centres médicaux Masevaux, Jungholtz, Bouxwiller)",Masevaux-Niederbruck
1001,Salle de l'Ermitage,Digne-les-Bains
1288,CDV31 Cadours,Cadours
2633,CV éphémère Courtenay,Courtenay
2398,Centre de vaccination du Plateau d'Hauteville – Salle des Fêtes,Plateau d'Hauteville
200,Centre de vaccination MIN Cavaillon,Cavaillon
1743,Centre de vaccination de Lembeye - VACCI VIC BILH,Lembeye
1139,centre de vaccination Isle sur la Sorgue,L'Isle-sur-la-Sorgue
800,Site de Sotteville - salle des fêtes,Sotteville-lès-Rouen
2121,Centre vaccination AMBAZAC,Ambazac
2906,Centre de vaccination éphémère - Aéroville Roissy,Roissy-en-France
1259,Foyer culturel MAUVEZIN,Mauvezin
2010,Centre de vaccination Neuves-Maisons - Mairie Salle Bernard Perrin,Neuves-Maisons
1062,MSP de Mende,Mende
2399,Centre de vaccination de Villars-les-Dombes - Communauté de Communes,Villars-les-Dombes
64,CH Lozère,Mende
2926,Centre de PMI Sainte-Rose,Sainte-Rose
2112,Centre  de vaccination de Conflans Sainte Honorine,Conflans-Sainte-Honorine
2628,Centre de vaccination - Clinique Beau Soleil,Montpellier
2613,Centre de Vaccination du Bas Chablais SCIEZ,Sciez
2697,Centre de vaccination Station F,Paris
667,Centre de vaccination de Suresnes,Suresnes
1319,Centre de vaccination de GIVET,Givet
60,CH Narbonne,Narbonne
2620,Centre de Vaccination - SAINT BREVIN,Saint-Brevin-les-Pins
1173,Limours CVA,Briis-sous-Forges
426,Communauté Urbaine GPSO - Mantes-la-Jolie,Magnanville
1234,Centre de Vaccination Nîmes Costières,Nîmes
1255,Centre de vaccination Covid 19 - CHRU Nancy -Central (Réservé aux professionnels du CHRU et établissements en direction commune),Nancy
987,Centre de vaccination d'Aire sur l'Adour,Aire-sur-l'Adour
2509,Très grand centre Paris Expo Porte de Versailles,Paris
363,GCS Pôle Sanitaire Cerdan,Err
1191,Centre de vaccination de Lunesse,Angoulême
2770,Centre de vaccination (37) - en attente,Tours
572,CASTELNAU LE LEZ Clinique du Parc,Castelnau-le-Lez
731,Centre de vaccination de Marie Galante,Grand-Bourg
520,Centre de vaccination CPTS Paris 19 - Pierre Girard,Paris
827,Centre de vaccination territorial Centre Val d'Oise,Enghien-les-Bains
1515,Centre de Vaccination - SABLE SUR SARTHE - Salle Théophile Plé,Sablé-sur-Sarthe
412,REDON - Salle omnisport,Redon
881,MSP Haute Vallée du Thoré Labastide Rouairoux,Labastide-Rouairoux
651,Centre de vaccination du Centre hospitalier d'Yssingeaux,Yssingeaux
2772,Centre Commercial Auchan Tours Nord,Tours
365,CH Prades,Prades
425,Centre de Vaccination - VALLET - Salle de l'Amicale laïque Complexe sportif les Dorices,Vallet
701,Centre de vaccination - Parc d’Activités du Véron Sud - BELLIPARC,Beaumont-en-Véron
744,Centre de Vaccination - SEGRE EN ANJOU - Salle du Jardin Public - Groupe Milon,Segré-en-Anjou Bleu
87,Centre de vaccination - Centre Hospitalier Moulins-Yzeure,Moulins
2818,Centre de Vaccination Ephémère Villeparissis,Villeparisis
2356,Ville de Puteaux,Puteaux
2363,Centre de Vaccination Covid-19 - Le Havre Agglo,Le Havre
2445,Centre de vaccination de Montmorillon,Montmorillon
1688,Centre de vaccination de Saint-Symphorien d'Ozon - Bâtiment de l'Orangerie,Saint-Symphorien-d'Ozon
709,Centre de vaccination international de Villeurbanne,Villeurbanne
2173,Centre de vaccination de Carry-le-Rouet,Carry-le-Rouet
2342,Centre de vaccination de Munster - Maison des services,Munster
630,Centre de vaccination de Tarbes Téléport 4,Juillan
1136,Centre de vaccination Meymac,Meymac
2773,Proxivaccin campings,Grabels
1571,Centre de vaccination - Gramat,Gramat
477,Ville de Neuilly sur Seine,Neuilly-sur-Seine
2814,Centre de vaccination éphémère - Centre LECLERC - Capdenac,Capdenac
1313,Lieu de vaccination de VOID-VACON - MSP,Void-Vacon
1326,Ecole Flaubert - La Châtre,La Châtre
487,CENTRE SAINT-MANDE,Saint-Mandé
2479,Centre de vaccination COVID Ad Hoc de Lanslebourg,Val-Cenis
1417,IFS ATRIUM,Ifs
944,Centre de vaccination de Mérignac,Mérignac
2781,Région Réunion,Saint-Denis
1297,RECEY SUR OURCE - Salle foyer rural ,Recey-sur-Ource
2009,Site de vaccination de Vézelise,Vézelise
1529,Mennecy CVA,Mennecy
513,VENAREY-LES-LAUMES Cour de la mairie,Venarey-les-Laumes
2624,Centre vaccination SDIS,Rodez
190,Maison Médicale de Garde - hôpital de Brignoles,Brignoles
862,Ville de Chelles,Chelles
2027,Centre de vaccination de Condrieu - Salle de l'Arbuel,Condrieu
2354,ville de Montrouge,Montrouge
2308,Centre de vaccination de Pierre de Bresse,Pierre-de-Bresse
1999,Centre Vaccination Le Beausset - Complexe sportif,Le Beausset
528,Centre Vaccination - CHInA site SEDAN,Sedan
2490,Centre de vaccination communal Porticcio,Porticcio
825,Centre de vaccination de l'Hôpital du Gier,Saint-Chamond
450,Centre hospitalier de Bergerac,Bergerac
989,Centre de vaccination municipal de Clermont-Ferrand - Maison des Sports de Clermont-Ferrand,Clermont-Ferrand
1492,Centre de Vaccination de SAINT RAPHAEL,Saint-Raphaël
2779,CV éphémère Château-Renault,Château-Renault
2150,CV éphémère Saint-Pierre des Corps,Saint-Pierre-des-Corps
2780,Mosquée Chaféite du Port,Le Port
2227,Escale Amiral Ronarc'h,Toulon
407,Centre de vaccination de la Trinité,La Trinité
489,CENTRE SUCY EN BRIE,Sucy-en-Brie
1017,Centre de vaccination de Sainte Menehould,Sainte-Menehould
2064,Centre de vaccination - SAINT NAZAIRE - Base sous-marins,Saint-Nazaire
1230,Centre de vaccination de Metz - Clinique Claude Bernard (Entrée B),Metz
2778,Centre de vaccination - CMS Bezons,Bezons
2783,BELLE-ILE (Antenne du centre de Quiberon),Le Palais
1364,PONTAILLER-SUR-SAONE maison des services,Pontailler-sur-Saône
904,LE FAOUET - Maison de santé,Le Faouët
2900,Centre Campus Valrose,Nice
2040,Centre de vaccination - Espace culturel de Mer,Mer
2625,CV éphémère de Neuville-aux-Bois,Neuville-aux-Bois
2443,Centre de vaccination du Parc des Expositions de Castres,Castres
2795,Centre commercial AUCHAN La Seyne sur Mer,La Seyne-sur-Mer
2784,Centre de vaccination éphémère CC Carré Sénart ,Lieusaint
387,CH LA SOUTERRAINE,La Souterraine
2774,Vaccibus,Sainte-Feyre
2788,Centre de vaccination éphémère Ccial Destreland/Cist Guadeloupe,Baie-Mahault
2789,Centre de secours de Bar le Duc,Fains-Véel
2389,Equipe mobile de Chateauneuf de Galaure - Salle des fêtes,Châteauneuf-de-Galaure
2665,Centre de vaccination Tarare,Tarare
2786,Barnum APHP 92,Nanterre
1655,Communauté de communes Gally-Mauldre à Crespières,Feucherolles
1988,Chamonix ,Chamonix-Mont-Blanc
2220,29-Grand centre de vaccination (fictif),Brest
2793,Centre éphémère à Moissy-Cramayel ,Moissy-Cramayel
246,Centre de vaccination du GHSIF Melun,Melun
1792,MA - US / Maison d'Arrêt de Saint-Brieuc,Saint-Brieuc
2792,Equipe mobile UMPS14 ,Caen
1795,CP - UCSA - Centre pénitentiaire des Hommes Rennes-Vezin / Centre pénitentiaire de Rennes-Vézin le Coquet,Vezin-le-Coquet
1327,Maison de Santé Pluridisciplinaire - Argenton sur Creuse,Argenton-sur-Creuse
966,Très Grand Centre Communauté d'agglomération de Saint-Quentin-en-Yvelines,Montigny-le-Bretonneux
2242,CMSI clinique Mutualiste,Saint-Étienne
1862,MA - USMP / Maison d'Arrêt d'Angers,Angers
2431,Dpt 29 - Opérations éphémères non rattachées à un CDV,Quimper
2798,Karavan Salle Polyvalente,Saint-Paul
1243,Centre de Vaccination - ERNEE - Espace Clair de Lune,Ernée
2799,Karavan Joseph Grosset,Saint-Paul
2800,Centres éphémères PCPS - Tour Eiffel et secouristes,Paris
2803,Vaccinobus,Saint-Denis
2089,Centre de vaccination d'Amnéville - Dojo,Amnéville
2796,Karavan Case Saline Centre,Saint-Paul
2805,Centre de vaccination - Blois 41 en attente,Blois
686,"Centre de vaccination ""grand public"" - Saint-Denis-Lanneray",Saint-Denis-Lanneray
2510,ST-BRIEUC - BREZILLET 2 (SDIS),Saint Brieuc
2662,CV CAMPUS MONTROUGE,Montrouge
1264,Salle culturelle GIMONT,Gimont
52,Centre de vaccination - CHU de NANTES- Réservé professionnels libéraux,Nantes
2715,Carrefour Courtine - Centre éphémère,Avignon
2804,Oletta,Oletta
2860,Centre de vaccination Eurexpo Lyon,Chassieu
37,CHU Besançon,Besançon
390,CH AUBUSSON - SITE LE MONT,Aubusson
2802,Centre de Vaccination éphémère CC de Bay 2 ,Collégien
2808,Centre de vaccination éphémère itinérant : Anse Bertrand,Anse-Bertrand
2809,CV auberge de jeunesse,Orléans
2801,Dispositif mobile de vaccination - Croix Rouge du Rhône,Écully
2815,Salle des fêtes le Caromp,Rians
2812,CV de Champignelles,Champignelles
1748,Centre de vaccination COVID 19 : Site de Mare à vieille place,Salazie
51,Ch Langres,Langres
1708,Centre de vaccination de Morcenx,Morcenx-la-Nouvelle
2806,VACCIMOBILE17,Saint-Georges-des-Coteaux
1687,Centre de Vaccination éphémère de Noisiel,Noisiel
2921,Centre de vaccination de Codognan,Codognan
2819,Barnum du Plessis Trèvise 2,Le Plessis-Trévise
2859,Université Paris Saclay,Gif-sur-Yvette
2823,Camping Municipal Le Galetas - Vernis,Aiguines
2635,CV éphémère Bellegarde,Bellegarde
2820,Centre de vaccination éphémère  CC de CLAYE-SOUILLY ,Claye-Souilly
2067,Centre de vaccination Blois-Vineuil,Vineuil
2824,Barnum de Villiers sur Marne,Villiers-sur-Marne
2821,Centre de vaccination Madiana,Schœlcher
1238,Centre de vaccination de Château-Salins - CH - CPTS du Saulnois,Château-Salins
2591,Centre de vaccination de Faulquemont-Créhange,Créhange
2807,"Centre de vaccination du CLAPS Olano : Saint-Jean-de-Luz, Guéthary, Bidart, Ahetze, Ciboure, St-Pée-sur-Nivelle, Urrugne, Sare",Saint-Jean-de-Luz
521,Centre de Vaccination TOURNUS - Hôpital Belnay,Tournus
2822,CDV31 Equipe Mobile ADPC31,Toulouse
1836,MA - Maison d'arrêt de valenciennes / Maison d'Arrêt de Valenciennes,Valenciennes
2504,Centre de vaccination éphémère de Terre de Bas,Terre-de-Bas
1928,CP - US de Baie-Mahault / Centre Pénitentiaire de Baie-Mahault,Baie-Mahault
2826,Barnum Cachan,Cachan
2827,Barnum Villeneuve-saint-Georges 2,Villeneuve-Saint-Georges
2828,Centre éphémère du Champ de Foire,Bras-Panon
1698,Hôpital des Armées Bégin,Saint-Mandé
662,Centre de vaccination du CH de Mauriac,Mauriac
2839,Centre de Vaccination de Grande Capacité de Cahors Ville SDIS_46,Cahors
186,Centre de vaccination Sainte Barbe du Groupe Hospitalier Saint Vincent,Strasbourg
392,Centre vaccinal de l'auxerrois,Auxerre
2831,Centre éphémère Lycée Léon Lépervanche,Le Port
2833,Centre de vaccination Centre Commercial Régional Westfield Vélizy 2,Vélizy-Villacoublay
2838,OFII,Montrouge
2830,Centre éphémère Lycée Leconte de Lisle,Saint-Denis
2836,Centre de vaccination de Lunéville,LUNEVILLE
2832,Centre éphémère Lycée Roland Garros,Le Tampon
2841,Campus universitaire d'Annecy le vieux - bibliothèque,Annecy
2895,Equipe Mobile Scolaire - Ouest Var,La Seyne-sur-Mer
2840,Centre de vaccination du Conseil départemental - Sainte Anne,Sainte-Anne
2835,Centre de vaccination - ESSEC,Cergy
133,CHU BORDEAUX - SITE GH SUD (adultes et enfants),Pessac
2847,Barnum Gentilly,Gentilly
2845,Centre de vaccination éphémère CC de Villiers en Bière,Villiers-en-Bière
2837,Centre éphémère Plaine des Cafres,Le Tampon
1333,SAULIEU - Centre Social,Saulieu
2851,Barnum Villeneuve-le-Roi,Villeneuve-le-Roi
2850,Université Avignon Campus Arendt centre ville,Avignon
2846,Barnum Kremlin-Bicêtre,Le Kremlin-Bicêtre
2848,Centre éphémère la Chaloupe Saint-Leu,Saint-Leu
866,Ville de Nemours,Nemours
2907,Centre de vaccination éphémère de Mantes-la-Ville,Mantes-la-Ville
1177,Centre de vaccination de Forbach - CHIC Unisanté,Forbach
2894,Equipe Mobile Scolaire - La Garde,La Garde
540,ARGENTAN : Hall du Champs de Foire,Argentan
781,Grand centre de vaccination de Fontainebleau,Fontainebleau
2516,Centre de vaccination COVID 19 de la Possession,La Possession
2928,Martel,Martel
240,Centre de vaccination du CH d'Aubenas - Gymnase Roqua,Aubenas
2852,Vill'Up Cité des Sciences,Paris
2849,Centre éphémère le Plate Saint-Leu,Saint-Leu
708,Centre de vaccination COVID - MOUTIERS,Moûtiers
2853,CENTRE AMBULANT VACCI CAMION,Strasbourg
543,"Centre de vaccination de Romilly - sur- Seine, salle des fêtes",Romilly-sur-Seine
2071,"Centre de vaccination - communauté de commune du Liancourtois, Salle Guy Lejeune",Liancourt
2420,Centre de vaccination de Beaucaire,Beaucaire
2862,Centre de vaccination de MIONS,Mions
2855,Centre vaccination APHM Timone 2 ,Marseille
2854,Centre hospitalier Edouard TOULOUSE,Marseille
2274,Centre de vaccination Ville de Nanterre,Nanterre
2087,Centre de vaccination de Vaugneray - Tennis couvert du centre sportif ,Vaugneray
2858,Centre de vaccination OFII,Strasbourg
2857,Centre de vaccination Grand Clermont - Annexe Croix de Neyrat,Clermont-Ferrand
2861,UHSA MARSEILLE,Marseille
1006,"Centre de vaccination de Bar-sur-Aube, MSP",Bar-sur-Aube
2241,Centre de vaccination Parc des expositions de Poitiers/Buxerolles,Buxerolles
2868,GUICHEN - Espace Galatée,Guichen
2877,Centre de vaccination éphémère de Neuville-aux-bois,Neuville-aux-Bois
2873,Centre de vaccination éphémère Carrefour Etoile,Nîmes
767,Evry Nougaro CVA,Évry-Courcouronnes
2874,Centre de vaccination de Bazoches les Gallerandes,Bazoches-les-Gallerandes
2875,Centre de vaccination éphémère Malesherbes,Le Malesherbois
2880,Centre de vaccination association AURORE,Vaires-sur-Marne
2881,Centre de vaccination OFII,Melun
2882,Centre de vaccination RVH,Melun
2879,Centre de vaccination éphémère Outarville,Outarville
2866,Opération 75 PDS,Paris
2869,Equipe mobile Labouheyre,Labouheyre
2870,Equipe mobile Pouillon,Pouillon
2872,Equipe mobile Samadet,Samadet
2768,Centre de vaccination de Canet,Canet-en-Roussillon
2887,Dispositif itinérant étudiants - Fac de droit,Rennes
2884,Centre de PMI de Plateau Caillou,Saint-Paul
2883,Centre de PMI de Bras Panon,Bras-Panon
2599,Saint-Germain-les-Corbeil CVA,Saint-Germain-lès-Corbeil
2891,Centre de vaccination des Mureaux,Les Mureaux
2888,Dispositif itinérant étudiants - Villejean,Rennes
1063,Centre de vaccination Saint-Jean-Pied-de-Port,Saint-Jean-Pied-de-Port
2856,Centre de vaccination Grand Clermont - Polydome,Clermont-Ferrand
2892,Université Toulon-la Garde,La Garde
2893,Université de Toulon Faculté de Droit,Toulon
2899,Centre Campus Carlone,Nice
2890,Centre de vaccination éphémère ZooSafari Thoiry,Thoiry
2904,"Centre de vaccination éphémère ""Le Mas"" à LE MEE SUR SEINE",Le Mée-sur-Seine
1490,Salle des Fêtes,Saint-Maximin-la-Sainte-Baume
1566,Centre Vaccination Salle du Chêne et de l'Olivier,La Londe-les-Maures
2690,Centre de vaccination éphémère  CC des 2 Morins,Saint-Rémy-la-Vanne
2908,Centre de vaccination éphémère - Hippodrome d'Enghien-Soisy,Soisy-sous-Montmorency
834,Espace Caquot,Fréjus
404,Centre de vaccination Saint Cyprien,Saint-Cyprien
2897,Centre de vaccination - Université de Poitiers,Poitiers
2898,Conseil régional - Vaccibus,Basse-Terre
2145,Centre de vaccination de Châtel,Châtel
380,CH de Vesoul - centre pour professionnels de santé,Vesoul
2911,Equipe mobile vaccibus Skyrock,Paris
2886,Dispositif itinérant étudiants - Baulieu,Rennes
2912,Vaccinobus des Bouches du Rhône,Marseille
2913,Vaccinobus des Alpes Maritimes,Nice
2914,Centre commercial Géant - La galerie les portes du sud,Chenôve
643,SAINT PIERRE LE MOUTIER,Saint-Pierre-le-Moûtier
1206,Centre de vaccination d'Altkirch,Altkirch
2813,Charny Orée Puisaye,Charny Orée de Puisaye
586,Luzy - salle des Fêtes,Luzy
410,IHU - Méditerranée Infection,Marseille
2931,Rocamadour ,Rocamadour
2917,Grand centre Evreux ancien lycée Notre Dame,Évreux
2920,RENNES - Cleunay (dispositif itinérant sans RDV du CDV de Bréquigny),Rennes
2919,RENNES - Maurepas (dispositif itinérant sans RDV du CDV de Bréquigny),Rennes
2918,RENNES - Le Blosne (dispositif itinérant sans RDV du CDV de Bréquigny),Rennes
2915,Val de Reuil gymnase Jesse Owens,Val-de-Reuil
2922,Centre de PMI de Saint-Joseph,Saint-Joseph
2923,Centre de PMI Rivière St-Louis,Saint-Louis
2925,Centre de SCOPad Sainte-Marie,Sainte-Marie
2924,Centre de PMI Piton St-Leu,Saint-Leu
1692,Vaccinodrome AulnAy-sous-Bois,Aulnay-sous-Bois
1061,Centre la Gravone,Peri
1021,Centre de vaccination de  RIEZ,Riez
954,Centre de vaccination de Thionville - CHRMT Bel Air (salle polyvalente à l’entrée de l’hôpital),Thionville
2885,Dispositif itinérant étudiants - Rennes School Of Business,Rennes
2934,Centre de vaccination éphémère - Forum d'Herblay,Herblay-sur-Seine
2940,Centre éphémère Mairie de Sainte-Rose,Sainte-Rose
2938,CV Orléans Quai du roi,Orléans
2943,Centre de vaccination - Communauté de Commune des Pays de Lumbres (Salle Michel Berger),Lumbres
2939,CV éphémère Corbeilles,Lorcy
755,Centre de vaccination de Maîche -Salle André GENTIT,Maîche
2941,Centre de vaccination-EM de l'OFFI 94,Créteil
245,CDV31 Toulouse La Daurade,Toulouse
1111,Centre hospitalier de Troyes,Troyes
1066,Centre de vaccination - MSPBx Bagatelle,Talence
2947,Centre de vaccination de Basse Pointe,Basse-Pointe
2937,Equipe Mobile Vaccination Yvelines-Sud,Versailles
874,Nancy - Centre Prouvé,Nancy
2092,Centre de vaccination de Vaulx-en-Velin - Salle Victor Jara,Vaulx-en-Velin
2945,Centre de vaccination de Vandoeuvre,Vandœuvre-lès-Nancy
1192,Centre de vaccination - Centre d'examen de Santé - CPAM 86,Poitiers
2111,LONGVIC - Espace Jean Bouhey,Longvic
713,Centre de vaccination de l'Institut Pasteur de Guadeloupe,Les Abymes
756,Longjumeau CVA,Longjumeau
33,SAINT APOLINAIRE Maison des associations Esplanade François Manière,Saint-Apollinaire
900,Falaise : salle du pressoir,Falaise
2477,Centre de vaccination COVID Ad Hoc de Val d'Arc,Val-d'Arc
558,Centre de vaccination Halle aux grains,Toucy
2410,Centre de vaccination de Saint-Amarin - Complexe culturel Le CAP,Saint-Amarin
2545,Centre de vaccination de Creutzwald - Salle Baltus,Creutzwald
2592,Centre de vaccination de Morhange - Centre socio-culturel,Morhange
915,CENTRE MONTLIEU LA GARDE,Montlieu-la-Garde
867,"Espace Maurice Muller, Mandelieu",Mandelieu-la-Napoule
2097,MSP relai La Guerche,La Guerche-sur-l'Aubois
398,CHU Dijon Bourgogne,Dijon
1270,Montbard,Montbard
1214,Centre de vaccination de Quingey,Quingey
1269,AUXONNE - Salle évènementielle ,Auxonne
1632,Centre de vaccination de Pont sur Yonne,Pont-sur-Yonne
1718,Centre de vaccination de Saint Florentin,Saint-Florentin
1636,Centre de vaccination - CC du Serein - Isle sur Serein,L'Isle-sur-Serein
1639,Centre de vaccination - MSP Chablis,Chablis
546,CLAMECY -SALLE POLYVALENTE,Clamecy
1634,Centre de vaccination - salle des fêtes,Cerisiers
